temperature,humidity,rainfall,soil_pH,temp_humidity_interaction,rainfall_ph_interaction,temp_ph_interaction,temp_category,humidity_category,ph_category,rainfall_category,heat_stress,drought_stress,ph_stress,total_stress
1.2089546750710816,-1.510870242873592,-0.8774477124780458,-0.5496365258770282,-1.8265736435478095,0.48227731232517856,-0.6644856475488607,2,0,-1,0,1,1,0,2
-1.2237811298049974,-0.7833073473291796,-0.9051254692991804,-0.8667680774356773,0.958596750499059,0.7845338628625157,1.0607344170831388,0,1,-1,0,0,0,0,0
-1.2821761040296884,0.4089231391585686,0.7388269469721599,1.330059548344177,-0.5243114774139236,0.9826838353942983,-1.7053705698234238,0,2,0,0,0,0,0,0
-0.8782347551296796,0.5841987677075958,-0.9567936130138884,-0.0877234616930345,-0.513063661704741,0.08393324785936392,0.07704179289910998,1,2,-1,0,0,0,0,0
-0.6459585658938305,0.4236024027772975,0.1634491412645187,-1.3264101209275634,-0.27362960060720387,-0.21680059523017664,0.8568059795014311,1,2,-1,0,0,0,0,0
0.1830660673707329,1.1111384585280168,-0.9340670197549538,1.48124105959792,0.20341174790710223,-1.3835784220772989,0.2711649756086486,1,2,0,0,0,0,0,0
0.4643618536834461,-1.284824620776993,-0.9485168739808614,1.3337248212584123,-0.5966235425621352,-1.2650604982107123,0.6193309303031792,1,0,0,0,0,0,0,0
-0.040988419083735,-1.1273576004672088,-0.7914261576082318,-0.1044832604678902,0.04620860578518384,0.08269078536648239,0.004282603667292925,1,0,-1,0,0,0,0,0
0.4092898305548357,-1.0190964984440865,1.454147951003337,0.8964940395504823,-0.4171058331672065,1.3036349706990384,0.3669258935410371,1,1,0,0,0,0,0,0
1.2277150461891633,0.4499746801756717,-0.1678296866061247,-0.0016174690538008,0.5524406852558288,0.00027145932439449335,-0.0019857910940965914,2,2,-1,0,0,0,0,0
0.3900522171784379,0.763515472465673,-0.3324539603164531,1.1612139932226813,0.2978109028852783,-0.3860501908217633,0.4529340926751344,1,2,0,0,0,0,0,0
1.1038193349564842,0.7961360018806312,0.7126718155178052,-0.1649436439058422,0.8787903121307925,-0.11755068616049894,-0.1820679833214459,2,2,-1,0,0,0,0,0
-1.3173301996543438,-0.6886576996778409,-0.131460211998069,-0.3875640624846604,0.9071895850101113,0.050949253817066324,0.5105498438117663,0,1,-1,0,0,0,0,0
1.4510541683072598,0.9293975193983388,1.8857561158428715,-0.8508610189946454,1.348606144537387,-1.6045163703014502,-1.2346454282623427,2,2,-1,1,0,0,0,0
0.1779080216459151,-0.7125027815615806,0.0881724184969087,-1.2006950117627802,-0.1267599602848324,-0.10586818306429856,-0.21361327414283499,1,1,-1,0,0,0,0,0
-0.4365162028043384,-1.5355587064567058,2.441627834151422,-0.5295480483453242,0.6702962557256229,-1.2929592543605066,0.23115630326614914,1,0,-1,1,0,0,0,0
2.4894615070741395,1.6710503386331637,0.0182775245032975,1.0398425506441042,4.160015494410467,0.019005747698968987,2.588648003246289,2,2,0,0,0,0,0,0
-1.253480691259813,-1.292803974488948,-0.7344403372522555,-1.6073561150198354,1.6205048196058403,1.1805071671996432,2.014789854155751,0,0,-1,0,0,0,0,0
1.1658125433624176,-0.5582314012371373,0.7149370759976701,1.0043547104689758,-0.6507931696610333,0.7180504199671761,1.1708893194498613,2,1,0,0,0,0,0,0
2.4702262173461995,0.9883443669000812,-0.4393080038339694,0.6595539467085948,2.441434166883012,-0.289747327749369,1.629247450913729,2,2,0,0,0,0,0,0
-0.6659037994093757,-0.9616272356400466,-0.2285390310067556,0.344678469334932,0.6403512298282421,-0.07877248339069709,-0.22952270230473923,1,1,0,0,0,0,0,0
0.1560331255113842,0.8078141936805535,-0.4892241267857139,-0.482898397203066,0.12604577347243545,0.2362455466978908,-0.07534814622003226,1,2,-1,0,0,0,0,0
1.7029472898431068,-1.6693244714092652,-0.2846716737932244,-0.0321442330185473,-2.842771584455185,0.009150552616189288,-0.05473993450302043,2,0,-1,0,1,0,0,1
-0.6667952376615298,0.8710434134650198,-0.5671701043249078,-0.0162961794481115,-0.580807599894918,0.009242705797682818,0.010866214848078445,1,2,-1,0,0,0,0,0
0.1552278850093314,-1.548786459339243,-0.7784326787800936,0.4815625168487299,-0.24041484641432156,-0.3748639999906408,0.07475193099019886,1,0,0,0,0,0,0,0
0.552310030238106,-0.8032775303138444,0.0150340428405229,0.8290855103206507,-0.4436582370572305,0.012464507080617453,0.4579122432751741,1,1,0,0,0,0,0,0
0.1060184603690331,0.2926357087523901,-0.2238844076745526,0.7832132364327034,0.03102478729092918,-0.17534923152160511,0.08303506146724271,1,1,0,0,0,0,0,0
-1.9345254808008048,1.009306269785927,0.236890624352375,-0.5241427538759315,-1.9525286968328872,-0.12416450421544263,1.0139675129500942,0,2,-1,0,0,0,0,0
-1.3568174132973614,0.5569044889367573,0.6167651816626223,-0.9093507900491388,-0.75561770813286,-0.5608559052197062,1.2338229867343844,0,2,-1,0,0,0,0,0
0.4762319511894581,0.6338525734020615,0.9948281306074088,1.1109933465485529,0.30186084779772293,1.105247434064166,0.5290905291853232,1,2,0,0,0,0,0,0
0.1440818493500474,1.149555271530011,-0.5324076236834094,-0.7635294958846569,0.16563004945213988,0.40650892451614173,-0.11001074180037076,1,2,-1,0,0,0,0,0
0.161212809017878,-1.089871240692265,1.0923332576004885,0.3191970395692252,-0.17570120417979987,0.3486695420490838,0.05145865137914554,1,0,0,0,0,0,0,0
